miRNet_ID,miRBase_acc,miRNA_ID,lncRNA_gene ,lncRNA_entrez,lncRNA_embl
miRNet-lnc-4116,MIMAT0000251,hsa-mir-147a,OIP5-AS1,729082,ENSG00000247556
miRNet-lnc-4117,MIMAT0000251,hsa-mir-147a,ERVK13-1,100507321,ENSG00000260565
miRNet-lnc-4118,MIMAT0000251,hsa-mir-147a,LINC00910,100130581,ENSG00000188825
miRNet-lnc-4119,MIMAT0000251,hsa-mir-147a,TBC1D3P1-DHX40P1,653645,ENSG00000267104
miRNet-lnc-4120,MIMAT0000251,hsa-mir-147a,LINC01977,105371919,ENSG00000262772
miRNet-lnc-4121,MIMAT0000251,hsa-mir-147a,TMEM147-AS1,100506469,ENSG00000236144
miRNet-lnc-4122,MIMAT0000251,hsa-mir-147a,ZNF337-AS1,102724826,ENSG00000213742
miRNet-lnc-4123,MIMAT0000251,hsa-mir-147a,LINC01441,101927796,ENSG00000224008
miRNet-lnc-4124,MIMAT0000251,hsa-mir-147a,DSCAM-AS1,100506492,ENSG00000235123
miRNet-lnc-4125,MIMAT0000251,hsa-mir-147a,MCM3AP-AS1,114044,ENSG00000215424
miRNet-lnc-4126,MIMAT0000251,hsa-mir-147a,MIAT,440823,ENSG00000225783
miRNet-lnc-4127,MIMAT0000251,hsa-mir-147a,MIATNB,102724827,ENSG00000244625
miRNet-lnc-4128,MIMAT0000251,hsa-mir-147a,LINC01278,92249,ENSG00000235437
miRNet-lnc-4129,MIMAT0000251,hsa-mir-147a,MIR503HG,84848,ENSG00000223749
miRNet-lnc-4130,MIMAT0004928,hsa-mir-147b,AP4B1-AS1,100287722,ENSG00000226167
miRNet-lnc-4131,MIMAT0004928,hsa-mir-147b,TTN-AS1,100506866,ENSG00000237298
miRNet-lnc-4132,MIMAT0004928,hsa-mir-147b,SNHG15,285958,ENSG00000232956
miRNet-lnc-4133,MIMAT0004928,hsa-mir-147b,STAG3L5P-PVRIG2P-PILRB,101752399,ENSG00000272752
miRNet-lnc-4134,MIMAT0004928,hsa-mir-147b,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-4135,MIMAT0004928,hsa-mir-147b,SENCR,100507392,ENSG00000254703
miRNet-lnc-4136,MIMAT0004928,hsa-mir-147b,TPT1-AS1,100190939,ENSG00000170919
miRNet-lnc-4137,MIMAT0004928,hsa-mir-147b,SNAI3-AS1,197187,ENSG00000260630
miRNet-lnc-4138,MIMAT0004928,hsa-mir-147b,TSPEAR-AS2,114043,ENSG00000182912
miRNet-lnc-4139,MIMAT0004928,hsa-mir-147b,MIF-AS1,284889,ENSG00000218537
miRNet-lnc-4140,MIMAT0000243,hsa-mir-148a-3p,SNHG3,8420,ENSG00000242125
miRNet-lnc-4141,MIMAT0000243,hsa-mir-148a-3p,CYP1B1-AS1,285154,ENSG00000232973
miRNet-lnc-4142,MIMAT0000243,hsa-mir-148a-3p,PCGEM1,64002,ENSG00000227418
miRNet-lnc-4143,MIMAT0000243,hsa-mir-148a-3p,THRB-IT1,100874274,ENSG00000224822
miRNet-lnc-4144,MIMAT0000243,hsa-mir-148a-3p,KIF9-AS1,285352,ENSG00000227398
miRNet-lnc-4145,MIMAT0000243,hsa-mir-148a-3p,UBA6-AS1,550112,ENSG00000248049
miRNet-lnc-4146,MIMAT0000243,hsa-mir-148a-3p,LINC01554,202299,ENSG00000236882
miRNet-lnc-4147,MIMAT0000243,hsa-mir-148a-3p,SNHG4,724102,ENSG00000281398
miRNet-lnc-4148,MIMAT0000243,hsa-mir-148a-3p,HCG18,414777,ENSG00000231074
miRNet-lnc-4149,MIMAT0000243,hsa-mir-148a-3p,HOTAIRM1,100506311,ENSG00000233429
miRNet-lnc-4150,MIMAT0000243,hsa-mir-148a-3p,HOXA11-AS,221883,ENSG00000240990
miRNet-lnc-4151,MIMAT0000243,hsa-mir-148a-3p,LINC00174,285908,ENSG00000179406
miRNet-lnc-4152,MIMAT0000243,hsa-mir-148a-3p,STAG3L5P-PVRIG2P-PILRB,101752399,ENSG00000272752
miRNet-lnc-4153,MIMAT0000243,hsa-mir-148a-3p,LINC01006,100506380,ENSG00000182648
miRNet-lnc-4154,MIMAT0000243,hsa-mir-148a-3p,RBPMS-AS1,100128750,ENSG00000254109
miRNet-lnc-4155,MIMAT0000243,hsa-mir-148a-3p,CASC19,103021165,ENSG00000254166
miRNet-lnc-4156,MIMAT0000243,hsa-mir-148a-3p,PVT1,5820,ENSG00000249859
miRNet-lnc-4157,MIMAT0000243,hsa-mir-148a-3p,PEG13,359809,ENSG00000282164
miRNet-lnc-4158,MIMAT0000243,hsa-mir-148a-3p,PEG13,359809,ENSG00000282164
miRNet-lnc-4159,MIMAT0000243,hsa-mir-148a-3p,LINC00963,100506190,ENSG00000204054
miRNet-lnc-4160,MIMAT0000243,hsa-mir-148a-3p,NUTM2B-AS1,101060691,ENSG00000225484
miRNet-lnc-4161,MIMAT0000243,hsa-mir-148a-3p,NUTM2A-AS1,728190,ENSG00000223482
miRNet-lnc-4162,MIMAT0000243,hsa-mir-148a-3p,H19,283120,ENSG00000130600
miRNet-lnc-4163,MIMAT0000243,hsa-mir-148a-3p,KCNQ1OT1,10984,ENSG00000269821
