miRNet_ID,miRBase_acc,miRNA_ID,lncRNA_gene ,lncRNA_entrez,lncRNA_embl
miRNet-lnc-15119,MIMAT0018104,hsa-mir-3679-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15120,MIMAT0018104,hsa-mir-3679-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15121,MIMAT0018104,hsa-mir-3679-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15122,MIMAT0018104,hsa-mir-3679-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15123,MIMAT0018104,hsa-mir-3679-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15124,MIMAT0018104,hsa-mir-3679-5p,GSEC,399972,ENSG00000280832
miRNet-lnc-15125,MIMAT0018104,hsa-mir-3679-5p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-15126,MIMAT0018104,hsa-mir-3679-5p,SNHG10,283596,ENSG00000247092
miRNet-lnc-15127,MIMAT0018104,hsa-mir-3679-5p,DNAAF4-CCPG1,100533483,ENSG00000261771
miRNet-lnc-15128,MIMAT0018104,hsa-mir-3679-5p,LINC02568,102723344,ENSG00000259459
miRNet-lnc-15129,MIMAT0018104,hsa-mir-3679-5p,LINC01578,100507217,ENSG00000272888
miRNet-lnc-15130,MIMAT0018104,hsa-mir-3679-5p,MIR193BHG,100129781,ENSG00000262454
miRNet-lnc-15131,MIMAT0018104,hsa-mir-3679-5p,FBXL19-AS1,283932,ENSG00000260852
miRNet-lnc-15132,MIMAT0018104,hsa-mir-3679-5p,LINC01969,101927230,ENSG00000251085
miRNet-lnc-15133,MIMAT0018104,hsa-mir-3679-5p,ZNF561-AS1,284385,ENSG00000267106
miRNet-lnc-15134,MIMAT0018104,hsa-mir-3679-5p,LIPE-AS1,100996307,ENSG00000213904
miRNet-lnc-15135,MIMAT0018104,hsa-mir-3679-5p,MCM3AP-AS1,114044,ENSG00000215424
miRNet-lnc-15136,MIMAT0018104,hsa-mir-3679-5p,XIST,7503,ENSG00000229807
miRNet-lnc-15137,MIMAT0018104,hsa-mir-3679-5p,XIST,7503,ENSG00000229807
miRNet-lnc-15138,MIMAT0018109,hsa-mir-3681-3p,SNHG3,8420,ENSG00000242125
miRNet-lnc-15139,MIMAT0018109,hsa-mir-3681-3p,SNHG3,8420,ENSG00000242125
miRNet-lnc-15140,MIMAT0018109,hsa-mir-3681-3p,SLFNL1-AS1,100507178,ENSG00000281207
miRNet-lnc-15141,MIMAT0018109,hsa-mir-3681-3p,FOXD3-AS1,100996301,ENSG00000230798
miRNet-lnc-15142,MIMAT0018109,hsa-mir-3681-3p,CCDC18-AS1,100131564,ENSG00000223745
miRNet-lnc-15143,MIMAT0018109,hsa-mir-3681-3p,CCDC18-AS1,100131564,ENSG00000223745
miRNet-lnc-15144,MIMAT0018109,hsa-mir-3681-3p,CCDC18-AS1,100131564,ENSG00000223745
miRNet-lnc-15145,MIMAT0018109,hsa-mir-3681-3p,GAS5,60674,ENSG00000234741
miRNet-lnc-15146,MIMAT0018109,hsa-mir-3681-3p,MIR29B2CHG,100128537,ENSG00000203709
miRNet-lnc-15147,MIMAT0018109,hsa-mir-3681-3p,LINC00467,84791,ENSG00000153363
miRNet-lnc-15148,MIMAT0018109,hsa-mir-3681-3p,CYTOR,112597,ENSG00000222041
miRNet-lnc-15149,MIMAT0018109,hsa-mir-3681-3p,CYTOR,112597,ENSG00000222041
miRNet-lnc-15150,MIMAT0018109,hsa-mir-3681-3p,MIR4435-2HG,541471,ENSG00000172965
miRNet-lnc-15151,MIMAT0018109,hsa-mir-3681-3p,PAX8-AS1,654433,ENSG00000189223
miRNet-lnc-15152,MIMAT0018109,hsa-mir-3681-3p,DENND6A-DT,101929159,ENSG00000241933
miRNet-lnc-15153,MIMAT0018109,hsa-mir-3681-3p,PTPRG-AS1,100506994,ENSG00000241472
miRNet-lnc-15154,MIMAT0018109,hsa-mir-3681-3p,MUC20-OT1,111753249,ENSG00000242086
miRNet-lnc-15155,MIMAT0018109,hsa-mir-3681-3p,LINC01091,285419,ENSG00000249464
miRNet-lnc-15156,MIMAT0018109,hsa-mir-3681-3p,SCAMP1-AS1,728769,ENSG00000245556
miRNet-lnc-15157,MIMAT0018109,hsa-mir-3681-3p,CKMT2-AS1,100131067,ENSG00000247572
miRNet-lnc-15158,MIMAT0018109,hsa-mir-3681-3p,TMEM161B-AS1,100505894,ENSG00000247828
miRNet-lnc-15159,MIMAT0018109,hsa-mir-3681-3p,TMEM161B-AS1,100505894,ENSG00000247828
miRNet-lnc-15160,MIMAT0018109,hsa-mir-3681-3p,LINC01554,202299,ENSG00000236882
miRNet-lnc-15161,MIMAT0018109,hsa-mir-3681-3p,LINC01184,644873,ENSG00000245937
miRNet-lnc-15162,MIMAT0018109,hsa-mir-3681-3p,C5orf66,100996485,ENSG00000224186
miRNet-lnc-15163,MIMAT0018109,hsa-mir-3681-3p,HLA-F-AS1,285830,ENSG00000214922
miRNet-lnc-15164,MIMAT0018109,hsa-mir-3681-3p,HCP5,10866,ENSG00000206337
miRNet-lnc-15165,MIMAT0018109,hsa-mir-3681-3p,POLR2J4,84820,ENSG00000214783
miRNet-lnc-15166,MIMAT0018109,hsa-mir-3681-3p,MAGI2-AS3,100505881,ENSG00000234456
miRNet-lnc-15167,MIMAT0018109,hsa-mir-3681-3p,LINC01393,102724386,ENSG00000225535
miRNet-lnc-15168,MIMAT0018109,hsa-mir-3681-3p,RBPMS-AS1,100128750,ENSG00000254109
miRNet-lnc-15169,MIMAT0018109,hsa-mir-3681-3p,AZIN1-AS1,100506753,ENSG00000253320
miRNet-lnc-15170,MIMAT0018109,hsa-mir-3681-3p,PCAT1,100750225,ENSG00000253438
miRNet-lnc-15171,MIMAT0018109,hsa-mir-3681-3p,PEG13,359809,ENSG00000282164
miRNet-lnc-15172,MIMAT0018109,hsa-mir-3681-3p,ZNF252P-AS1,286103,ENSG00000255559
miRNet-lnc-15173,MIMAT0018109,hsa-mir-3681-3p,GLIDR,389741,ENSG00000278175
miRNet-lnc-15174,MIMAT0018109,hsa-mir-3681-3p,PPP1R26-AS1,100506599,ENSG00000225361
miRNet-lnc-15175,MIMAT0018109,hsa-mir-3681-3p,ZMIZ1-AS1,283050,ENSG00000224596
miRNet-lnc-15176,MIMAT0018109,hsa-mir-3681-3p,AGAP11,119385,ENSG00000271880
miRNet-lnc-15177,MIMAT0018109,hsa-mir-3681-3p,OLMALINC,90271,ENSG00000235823
miRNet-lnc-15178,MIMAT0018109,hsa-mir-3681-3p,LINC01001,100133161,ENSG00000230724
miRNet-lnc-15179,MIMAT0018109,hsa-mir-3681-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15180,MIMAT0018109,hsa-mir-3681-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15181,MIMAT0018109,hsa-mir-3681-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15182,MIMAT0018109,hsa-mir-3681-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15183,MIMAT0018109,hsa-mir-3681-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15184,MIMAT0018109,hsa-mir-3681-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15185,MIMAT0018109,hsa-mir-3681-3p,SNHG1,23642,ENSG00000255717
miRNet-lnc-15186,MIMAT0018109,hsa-mir-3681-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15187,MIMAT0018109,hsa-mir-3681-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15188,MIMAT0018109,hsa-mir-3681-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15189,MIMAT0018109,hsa-mir-3681-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15190,MIMAT0018109,hsa-mir-3681-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15191,MIMAT0018109,hsa-mir-3681-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15192,MIMAT0018109,hsa-mir-3681-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15193,MIMAT0018109,hsa-mir-3681-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15194,MIMAT0018109,hsa-mir-3681-3p,KCTD21-AS1,100289388,ENSG00000246174
miRNet-lnc-15195,MIMAT0018109,hsa-mir-3681-3p,RASSF8-AS1,100506451,ENSG00000246695
miRNet-lnc-15196,MIMAT0018109,hsa-mir-3681-3p,TMEM132D-AS1,283352,ENSG00000249196
miRNet-lnc-15197,MIMAT0018109,hsa-mir-3681-3p,DLEU2,8847,ENSG00000231607
miRNet-lnc-15198,MIMAT0018109,hsa-mir-3681-3p,LINC00346,283487,ENSG00000255874
miRNet-lnc-15199,MIMAT0018109,hsa-mir-3681-3p,ZFHX2-AS1,109729160,ENSG00000157306
miRNet-lnc-15200,MIMAT0018109,hsa-mir-3681-3p,LINC01550,388011,ENSG00000246223
miRNet-lnc-15201,MIMAT0018109,hsa-mir-3681-3p,MEG8,79104,ENSG00000225746
miRNet-lnc-15202,MIMAT0018109,hsa-mir-3681-3p,OIP5-AS1,729082,ENSG00000247556
miRNet-lnc-15203,MIMAT0018109,hsa-mir-3681-3p,GABPB1-IT1,55056,ENSG00000285410
miRNet-lnc-15204,MIMAT0018109,hsa-mir-3681-3p,GABPB1-AS1,100129387,ENSG00000244879
miRNet-lnc-15205,MIMAT0018109,hsa-mir-3681-3p,MIR497HG,100506755,ENSG00000267532
miRNet-lnc-15206,MIMAT0018109,hsa-mir-3681-3p,MIR497HG,100506755,ENSG00000267532
miRNet-lnc-15207,MIMAT0018109,hsa-mir-3681-3p,MIR497HG,100506755,ENSG00000267532
miRNet-lnc-15208,MIMAT0018109,hsa-mir-3681-3p,CCDC144NL-AS1,440416,ENSG00000233098
miRNet-lnc-15209,MIMAT0018109,hsa-mir-3681-3p,ARHGAP27P1-BPTFP1-KPNA2P3,109286553,ENSG00000215769
miRNet-lnc-15210,MIMAT0018109,hsa-mir-3681-3p,SNHG16,100507246,ENSG00000163597
miRNet-lnc-15211,MIMAT0018109,hsa-mir-3681-3p,SNHG22,103091864,ENSG00000267322
miRNet-lnc-15212,MIMAT0018109,hsa-mir-3681-3p,PARD6G-AS1,100130522,ENSG00000267270
miRNet-lnc-15213,MIMAT0018109,hsa-mir-3681-3p,ZNF561-AS1,284385,ENSG00000267106
miRNet-lnc-15214,MIMAT0018109,hsa-mir-3681-3p,LINC00261,140828,ENSG00000259974
miRNet-lnc-15215,MIMAT0018109,hsa-mir-3681-3p,LINC01441,101927796,ENSG00000224008
miRNet-lnc-15216,MIMAT0018109,hsa-mir-3681-3p,MIR646HG,284757,ENSG00000228340
miRNet-lnc-15217,MIMAT0018109,hsa-mir-3681-3p,CYYR1-AS1,100996571,ENSG00000197934
miRNet-lnc-15218,MIMAT0018109,hsa-mir-3681-3p,THAP7-AS1,439931,ENSG00000230513
miRNet-lnc-15219,MIMAT0018109,hsa-mir-3681-3p,TUG1,55000,ENSG00000253352
miRNet-lnc-15220,MIMAT0018109,hsa-mir-3681-3p,C22orf34,348645,ENSG00000188511
miRNet-lnc-15221,MIMAT0018108,hsa-mir-3681-5p,ZNF436-AS1,148898,ENSG00000249087
miRNet-lnc-15222,MIMAT0018108,hsa-mir-3681-5p,DLEU2L,79469,ENSG00000116652
miRNet-lnc-15223,MIMAT0018108,hsa-mir-3681-5p,HOXD-AS2,100506783,ENSG00000237380
miRNet-lnc-15224,MIMAT0018108,hsa-mir-3681-5p,FGD5-AS1,100505641,ENSG00000225733
miRNet-lnc-15225,MIMAT0018108,hsa-mir-3681-5p,FGD5-AS1,100505641,ENSG00000225733
miRNet-lnc-15226,MIMAT0018108,hsa-mir-3681-5p,PSMD6-AS2,100507062,ENSG00000239653
miRNet-lnc-15227,MIMAT0018108,hsa-mir-3681-5p,LINC02035,100129550,ENSG00000273033
miRNet-lnc-15228,MIMAT0018108,hsa-mir-3681-5p,LPP-AS2,339929,ENSG00000270959
miRNet-lnc-15229,MIMAT0018108,hsa-mir-3681-5p,HCG18,414777,ENSG00000231074
miRNet-lnc-15230,MIMAT0018108,hsa-mir-3681-5p,SNHG5,387066,ENSG00000203875
miRNet-lnc-15231,MIMAT0018108,hsa-mir-3681-5p,NUTM2B-AS1,101060691,ENSG00000225484
miRNet-lnc-15232,MIMAT0018108,hsa-mir-3681-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15233,MIMAT0018108,hsa-mir-3681-5p,LINC00294,283267,ENSG00000280798
miRNet-lnc-15234,MIMAT0018108,hsa-mir-3681-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15235,MIMAT0018108,hsa-mir-3681-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15236,MIMAT0018108,hsa-mir-3681-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15237,MIMAT0018108,hsa-mir-3681-5p,MAPKAPK5-AS1,51275,ENSG00000234608
miRNet-lnc-15238,MIMAT0018108,hsa-mir-3681-5p,LINC00641,283624,ENSG00000258441
miRNet-lnc-15239,MIMAT0018108,hsa-mir-3681-5p,DHRS4-AS1,55449,ENSG00000215256
miRNet-lnc-15240,MIMAT0018108,hsa-mir-3681-5p,GABPB1-IT1,55056,ENSG00000285410
miRNet-lnc-15241,MIMAT0018108,hsa-mir-3681-5p,DNAAF4-CCPG1,100533483,ENSG00000261771
miRNet-lnc-15242,MIMAT0018108,hsa-mir-3681-5p,SOX9-AS1,400618,ENSG00000234899
miRNet-lnc-15243,MIMAT0018108,hsa-mir-3681-5p,TMEM147-AS1,100506469,ENSG00000236144
miRNet-lnc-15244,MIMAT0018108,hsa-mir-3681-5p,LINC00665,100506930,ENSG00000232677
miRNet-lnc-15245,MIMAT0018108,hsa-mir-3681-5p,A1BG-AS1,503538,ENSG00000268895
miRNet-lnc-15246,MIMAT0018108,hsa-mir-3681-5p,SNHG17,388796,ENSG00000196756
miRNet-lnc-15247,MIMAT0018108,hsa-mir-3681-5p,LINC00659,100652730,ENSG00000228705
miRNet-lnc-15248,MIMAT0018108,hsa-mir-3681-5p,LINC00160,54064,ENSG00000230978
miRNet-lnc-15249,MIMAT0018108,hsa-mir-3681-5p,DSCAM-AS1,100506492,ENSG00000235123
miRNet-lnc-15250,MIMAT0018108,hsa-mir-3681-5p,MCM3AP-AS1,114044,ENSG00000215424
miRNet-lnc-15251,MIMAT0000721,hsa-mir-369-3p,GAS5,60674,ENSG00000234741
miRNet-lnc-15252,MIMAT0000721,hsa-mir-369-3p,MIR181A1HG,100131234,ENSG00000229989
miRNet-lnc-15253,MIMAT0000721,hsa-mir-369-3p,PAX8-AS1,654433,ENSG00000189223
miRNet-lnc-15254,MIMAT0000721,hsa-mir-369-3p,TTN-AS1,100506866,ENSG00000237298
miRNet-lnc-15255,MIMAT0000721,hsa-mir-369-3p,THRB-IT1,100874274,ENSG00000224822
miRNet-lnc-15256,MIMAT0000721,hsa-mir-369-3p,THRB-IT1,100874274,ENSG00000224822
miRNet-lnc-15257,MIMAT0000721,hsa-mir-369-3p,SOX2-OT,347689,ENSG00000242808
miRNet-lnc-15258,MIMAT0000721,hsa-mir-369-3p,ACAP2-IT1,100874306,ENSG00000229325
miRNet-lnc-15259,MIMAT0000721,hsa-mir-369-3p,TRIM52-AS1,100507602,ENSG00000248275
miRNet-lnc-15260,MIMAT0000721,hsa-mir-369-3p,TRAM2-AS1,401264,ENSG00000225791
miRNet-lnc-15261,MIMAT0000721,hsa-mir-369-3p,SNHG5,387066,ENSG00000203875
miRNet-lnc-15262,MIMAT0000721,hsa-mir-369-3p,LINC02476,105375475,ENSG00000225546
miRNet-lnc-15263,MIMAT0000721,hsa-mir-369-3p,LINC00689,154822,ENSG00000231419
miRNet-lnc-15264,MIMAT0000721,hsa-mir-369-3p,MSC-AS1,100132891,ENSG00000235531
miRNet-lnc-15265,MIMAT0000721,hsa-mir-369-3p,OTUD6B-AS1,100506365,ENSG00000253738
miRNet-lnc-15266,MIMAT0000721,hsa-mir-369-3p,EBLN3P,100506710,ENSG00000281649
miRNet-lnc-15267,MIMAT0000721,hsa-mir-369-3p,MIR600HG,81571,ENSG00000236901
miRNet-lnc-15268,MIMAT0000721,hsa-mir-369-3p,WAC-AS1,220906,ENSG00000254635
miRNet-lnc-15269,MIMAT0000721,hsa-mir-369-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15270,MIMAT0000721,hsa-mir-369-3p,MALAT1,378938,ENSG00000251562
miRNet-lnc-15271,MIMAT0000721,hsa-mir-369-3p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-15272,MIMAT0000721,hsa-mir-369-3p,DLEU2,8847,ENSG00000231607
miRNet-lnc-15273,MIMAT0000721,hsa-mir-369-3p,LINC00564,100861546,ENSG00000260094
miRNet-lnc-15274,MIMAT0000721,hsa-mir-369-3p,LINC00648,100506433,ENSG00000259129
miRNet-lnc-15275,MIMAT0000721,hsa-mir-369-3p,OIP5-AS1,729082,ENSG00000247556
miRNet-lnc-15276,MIMAT0000721,hsa-mir-369-3p,RRN3P2,653390,ENSG00000103472
miRNet-lnc-15277,MIMAT0000721,hsa-mir-369-3p,ZNF561-AS1,284385,ENSG00000267106
miRNet-lnc-15278,MIMAT0000721,hsa-mir-369-3p,ZNF460-AS1,105372476,ENSG00000267871
miRNet-lnc-15279,MIMAT0000721,hsa-mir-369-3p,LINC01747,105372566,ENSG00000230400
miRNet-lnc-15280,MIMAT0000721,hsa-mir-369-3p,DUXAP8,503637,ENSG00000206195
miRNet-lnc-15281,MIMAT0000721,hsa-mir-369-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15282,MIMAT0000721,hsa-mir-369-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15283,MIMAT0000721,hsa-mir-369-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15284,MIMAT0018119,hsa-mir-3690,LAMTOR5-AS1,101410535,ENSG00000224699
miRNet-lnc-15285,MIMAT0018119,hsa-mir-3690,SLC16A1-AS1,100506392,ENSG00000226419
miRNet-lnc-15286,MIMAT0018119,hsa-mir-3690,AP4B1-AS1,100287722,ENSG00000226167
miRNet-lnc-15287,MIMAT0018119,hsa-mir-3690,GAS5,60674,ENSG00000234741
miRNet-lnc-15288,MIMAT0018119,hsa-mir-3690,MIR29B2CHG,100128537,ENSG00000203709
miRNet-lnc-15289,MIMAT0018119,hsa-mir-3690,LINC01963,150967,ENSG00000260804
miRNet-lnc-15290,MIMAT0018119,hsa-mir-3690,THUMPD3-AS1,440944,ENSG00000206573
miRNet-lnc-15291,MIMAT0018119,hsa-mir-3690,LINC00879,255025,ENSG00000239589
miRNet-lnc-15292,MIMAT0018119,hsa-mir-3690,PRR7-AS1,340037,ENSG00000246334
miRNet-lnc-15293,MIMAT0018119,hsa-mir-3690,HCG18,414777,ENSG00000231074
miRNet-lnc-15294,MIMAT0018119,hsa-mir-3690,SNHG15,285958,ENSG00000232956
miRNet-lnc-15295,MIMAT0018119,hsa-mir-3690,LINC00174,285908,ENSG00000179406
miRNet-lnc-15296,MIMAT0018119,hsa-mir-3690,MAGI2-AS3,100505881,ENSG00000234456
miRNet-lnc-15297,MIMAT0018119,hsa-mir-3690,MCPH1-AS1,100507530,ENSG00000249898
miRNet-lnc-15298,MIMAT0018119,hsa-mir-3690,LINC00963,100506190,ENSG00000204054
miRNet-lnc-15299,MIMAT0018119,hsa-mir-3690,ENTPD1-AS1,728558,ENSG00000226688
miRNet-lnc-15300,MIMAT0018119,hsa-mir-3690,ENTPD1-AS1,728558,ENSG00000226688
miRNet-lnc-15301,MIMAT0018119,hsa-mir-3690,OLMALINC,90271,ENSG00000235823
miRNet-lnc-15302,MIMAT0018119,hsa-mir-3690,OLMALINC,90271,ENSG00000235823
miRNet-lnc-15303,MIMAT0018119,hsa-mir-3690,PDCD4-AS1,282997,ENSG00000203497
miRNet-lnc-15304,MIMAT0018119,hsa-mir-3690,KRTAP5-AS1,338651,ENSG00000233930
miRNet-lnc-15305,MIMAT0018119,hsa-mir-3690,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15306,MIMAT0018119,hsa-mir-3690,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15307,MIMAT0018119,hsa-mir-3690,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15308,MIMAT0018119,hsa-mir-3690,NEAT1,283131,ENSG00000245532
miRNet-lnc-15309,MIMAT0018119,hsa-mir-3690,NEAT1,283131,ENSG00000245532
miRNet-lnc-15310,MIMAT0018119,hsa-mir-3690,MALAT1,378938,ENSG00000251562
miRNet-lnc-15311,MIMAT0018119,hsa-mir-3690,LINC02344,105370154,ENSG00000227911
miRNet-lnc-15312,MIMAT0018119,hsa-mir-3690,PSMA3-AS1,379025,ENSG00000257621
miRNet-lnc-15313,MIMAT0018119,hsa-mir-3690,PSMA3-AS1,379025,ENSG00000257621
miRNet-lnc-15314,MIMAT0018119,hsa-mir-3690,SNHG10,283596,ENSG00000247092
miRNet-lnc-15315,MIMAT0018119,hsa-mir-3690,SNHG14,104472715,ENSG00000224078
miRNet-lnc-15316,MIMAT0018119,hsa-mir-3690,SNHG19,100507303,ENSG00000260260
miRNet-lnc-15317,MIMAT0018119,hsa-mir-3690,FBXL19-AS1,283932,ENSG00000260852
miRNet-lnc-15318,MIMAT0018119,hsa-mir-3690,FBXL19-AS1,283932,ENSG00000260852
miRNet-lnc-15319,MIMAT0018119,hsa-mir-3690,VPS9D1-AS1,100128881,ENSG00000261373
miRNet-lnc-15320,MIMAT0018119,hsa-mir-3690,SPAG5-AS1,100506436,ENSG00000227543
miRNet-lnc-15321,MIMAT0018119,hsa-mir-3690,SNHG16,100507246,ENSG00000163597
miRNet-lnc-15322,MIMAT0018119,hsa-mir-3690,ZNF561-AS1,284385,ENSG00000267106
miRNet-lnc-15323,MIMAT0018119,hsa-mir-3690,MZF1-AS1,100131691,ENSG00000267858
miRNet-lnc-15324,MIMAT0018119,hsa-mir-3690,SMIM25,100506115,ENSG00000224397
miRNet-lnc-15325,MIMAT0018119,hsa-mir-3690,MIR155HG,114614,ENSG00000234883
miRNet-lnc-15326,MIMAT0018119,hsa-mir-3690,LINC01678,105377138,ENSG00000225331
miRNet-lnc-15327,MIMAT0018119,hsa-mir-3690,GUSBP11,91316,ENSG00000228315
miRNet-lnc-15328,MIMAT0018119,hsa-mir-3690,GUSBP11,91316,ENSG00000228315
miRNet-lnc-15329,MIMAT0018119,hsa-mir-3690,TUG1,55000,ENSG00000253352
miRNet-lnc-15330,MIMAT0018119,hsa-mir-3690,TUG1,55000,ENSG00000253352
miRNet-lnc-15331,MIMAT0018119,hsa-mir-3690,LINC00899,100271722,ENSG00000231711
miRNet-lnc-15332,MIMAT0018119,hsa-mir-3690,XIST,7503,ENSG00000229807
miRNet-lnc-15333,MIMAT0018119,hsa-mir-3690,XIST,7503,ENSG00000229807
miRNet-lnc-15334,MIMAT0000722,hsa-mir-370-3p,SLFNL1-AS1,100507178,ENSG00000281207
miRNet-lnc-15335,MIMAT0000722,hsa-mir-370-3p,SLFNL1-AS1,100507178,ENSG00000281207
miRNet-lnc-15336,MIMAT0000722,hsa-mir-370-3p,DNM3OS,100628315,ENSG00000230630
miRNet-lnc-15337,MIMAT0000722,hsa-mir-370-3p,MIR181A1HG,100131234,ENSG00000229989
miRNet-lnc-15338,MIMAT0000722,hsa-mir-370-3p,SH3RF3-AS1,100287216,ENSG00000259863
miRNet-lnc-15339,MIMAT0000722,hsa-mir-370-3p,PAX8-AS1,654433,ENSG00000189223
miRNet-lnc-15340,MIMAT0000722,hsa-mir-370-3p,DARS-AS1,101928243,ENSG00000231890
miRNet-lnc-15341,MIMAT0000722,hsa-mir-370-3p,LINC01963,150967,ENSG00000260804
miRNet-lnc-15342,MIMAT0000722,hsa-mir-370-3p,SH3BP5-AS1,100505696,ENSG00000224660
miRNet-lnc-15343,MIMAT0000722,hsa-mir-370-3p,ITGA9-AS1,101928153,ENSG00000235257
miRNet-lnc-15344,MIMAT0000722,hsa-mir-370-3p,LINC02015,102724550,ENSG00000231574
miRNet-lnc-15345,MIMAT0000722,hsa-mir-370-3p,LINC01995,105374244,ENSG00000244247
miRNet-lnc-15346,MIMAT0000722,hsa-mir-370-3p,MUC20-OT1,111753249,ENSG00000242086
miRNet-lnc-15347,MIMAT0000722,hsa-mir-370-3p,MUC20-OT1,111753249,ENSG00000242086
miRNet-lnc-15348,MIMAT0000722,hsa-mir-370-3p,EXOC3-AS1,116349,ENSG00000221990
miRNet-lnc-15349,MIMAT0000722,hsa-mir-370-3p,LINC01023,100652853,ENSG00000272523
miRNet-lnc-15350,MIMAT0000722,hsa-mir-370-3p,LINC01184,644873,ENSG00000245937
miRNet-lnc-15351,MIMAT0000722,hsa-mir-370-3p,PRR7-AS1,340037,ENSG00000246334
miRNet-lnc-15352,MIMAT0000722,hsa-mir-370-3p,HCG18,414777,ENSG00000231074
miRNet-lnc-15353,MIMAT0000722,hsa-mir-370-3p,SNHG15,285958,ENSG00000232956
miRNet-lnc-15354,MIMAT0000722,hsa-mir-370-3p,STAG3L5P-PVRIG2P-PILRB,101752399,ENSG00000272752
miRNet-lnc-15355,MIMAT0000722,hsa-mir-370-3p,PCOLCE-AS1,100129845,ENSG00000224729
miRNet-lnc-15356,MIMAT0000722,hsa-mir-370-3p,KMT2E-AS1,100216545,ENSG00000239569
miRNet-lnc-15357,MIMAT0000722,hsa-mir-370-3p,LINC00689,154822,ENSG00000231419
miRNet-lnc-15358,MIMAT0000722,hsa-mir-370-3p,EXTL3-AS1,101929402,ENSG00000246339
miRNet-lnc-15359,MIMAT0000722,hsa-mir-370-3p,ERICD,104355217,ENSG00000280303
miRNet-lnc-15360,MIMAT0000722,hsa-mir-370-3p,FAM201A,158228,ENSG00000204860
miRNet-lnc-15361,MIMAT0000722,hsa-mir-370-3p,LINC00963,100506190,ENSG00000204054
miRNet-lnc-15362,MIMAT0000722,hsa-mir-370-3p,NALT1,101928483,ENSG00000237886
miRNet-lnc-15363,MIMAT0000722,hsa-mir-370-3p,NUTM2B-AS1,101060691,ENSG00000225484
miRNet-lnc-15364,MIMAT0000722,hsa-mir-370-3p,KRTAP5-AS1,338651,ENSG00000233930
miRNet-lnc-15365,MIMAT0000722,hsa-mir-370-3p,KRTAP5-AS1,338651,ENSG00000233930
miRNet-lnc-15366,MIMAT0000722,hsa-mir-370-3p,H19,283120,ENSG00000130600
miRNet-lnc-15367,MIMAT0000722,hsa-mir-370-3p,H19,283120,ENSG00000130600
miRNet-lnc-15368,MIMAT0000722,hsa-mir-370-3p,IGF2-AS,51214,ENSG00000099869
miRNet-lnc-15369,MIMAT0000722,hsa-mir-370-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15370,MIMAT0000722,hsa-mir-370-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15371,MIMAT0000722,hsa-mir-370-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15372,MIMAT0000722,hsa-mir-370-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15373,MIMAT0000722,hsa-mir-370-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15374,MIMAT0000722,hsa-mir-370-3p,NAV2-IT1,100874305,ENSG00000255270
miRNet-lnc-15375,MIMAT0000722,hsa-mir-370-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15376,MIMAT0000722,hsa-mir-370-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15377,MIMAT0000722,hsa-mir-370-3p,MALAT1,378938,ENSG00000251562
miRNet-lnc-15378,MIMAT0000722,hsa-mir-370-3p,GAS6-AS1,650669,ENSG00000233695
